y,A,X1,X2,X3
1.0,1,1.0,0.0,0.9152381629017372
0.0,0,0.0,0.0,0.477091923835433
0.0,1,1.0,0.0,0.7366167188666758
0.0,1,0.0,1.0,0.7823827762255471
0.0,0,0.0,0.0,0.7263663709881487
0.0,0,0.0,1.0,0.6736734669103076
0.0,1,1.0,0.0,0.3660257596653581
0.0,0,0.0,0.0,0.5142444781777182
0.0,0,0.0,1.0,0.5082377165983247
0.0,0,0.0,0.0,0.4769757196949657
0.0,0,1.0,0.0,0.5047148068907086
1.0,0,0.0,0.0,0.5085099141136391
1.0,1,1.0,1.0,0.8323531978711454
0.0,0,1.0,0.0,0.04799854184698693
1.0,0,1.0,0.0,0.586507199886337
0.0,1,0.0,0.0,0.38410169093832136
0.0,0,0.0,0.0,0.6807425993998069
0.0,0,0.0,1.0,0.7102453565782243
1.0,0,1.0,0.0,0.7858160032111561
0.0,1,0.0,0.0,0.37651009365212096
1.0,1,1.0,0.0,0.8937476997089432
1.0,1,0.0,1.0,0.6412629613015989
1.0,0,1.0,0.0,0.8440994863559358
1.0,1,1.0,1.0,0.7380289332910375
0.0,0,1.0,0.0,0.5188918300032301
0.0,1,0.0,0.0,0.282693053159841
0.0,0,1.0,1.0,0.7288625072743715
0.0,0,0.0,0.0,0.34070180596167704
0.0,0,1.0,1.0,0.7124567814331357
1.0,1,0.0,1.0,0.8477973339186433
1.0,1,1.0,1.0,0.7943349812299921
1.0,0,1.0,0.0,0.6044166475209801
0.0,0,0.0,0.0,0.0844737818238177
0.0,0,0.0,0.0,0.6185658049157705
0.0,1,0.0,0.0,0.4373493436327778
0.0,0,0.0,0.0,0.3876552800903905
0.0,1,0.0,0.0,0.5848812660443894
0.0,0,0.0,0.0,0.5933340861410169
0.0,1,0.0,0.0,0.4010163500885351
0.0,1,1.0,0.0,0.2851515145177476
0.0,0,1.0,0.0,0.4862182610358801
1.0,0,1.0,1.0,0.7948515846804182
0.0,1,0.0,0.0,0.316575905633782
0.0,1,1.0,0.0,0.1632037635983265
0.0,0,0.0,1.0,0.7237266088950336
1.0,1,1.0,0.0,0.756307181426463
1.0,0,1.0,0.0,0.6532266264942146
0.0,1,0.0,1.0,0.4295751362940951
1.0,0,1.0,1.0,0.6029979369535137
0.0,1,0.0,0.0,0.7507952743314759
1.0,1,1.0,1.0,0.8185605601507904
0.0,0,0.0,0.0,0.6986683839487886
1.0,0,0.0,0.0,0.5938142738404397
0.0,1,0.0,1.0,0.8239801975987296
1.0,1,0.0,0.0,0.6372757110974999
0.0,1,0.0,0.0,0.7507050661682954
0.0,0,1.0,0.0,0.2409876231862739
1.0,1,1.0,0.0,0.7128595896750485
0.0,0,1.0,0.0,0.5585913819996083
0.0,0,1.0,0.0,0.7508193002344525
0.0,1,0.0,0.0,0.6065441937179228
0.0,1,0.0,1.0,0.3029108206697001
1.0,1,1.0,1.0,0.8619296685029447
0.0,1,0.0,0.0,0.3019303503055163
1.0,1,1.0,1.0,0.663318280703878
1.0,1,1.0,1.0,0.8993509594294175
0.0,1,0.0,1.0,0.6597134649048793
0.0,0,1.0,0.0,0.3092866436818745
0.0,0,1.0,0.0,0.6943885917100009
1.0,1,0.0,1.0,0.7754399366217988
0.0,1,0.0,1.0,0.5675663597656679
0.0,0,0.0,0.0,0.7053828257621181
0.0,1,1.0,0.0,0.4082583224086703
0.0,0,0.0,0.0,0.8837367696432816
0.0,1,0.0,1.0,0.38165869190469304
1.0,1,1.0,1.0,0.8509665839810931
0.0,1,0.0,0.0,0.4461645675247707
0.0,1,0.0,1.0,0.3981147011913019
1.0,0,1.0,1.0,0.6457412139739735
0.0,1,0.0,0.0,0.8750727906186457
1.0,0,1.0,1.0,0.7338323127478928
0.0,0,0.0,1.0,0.15836863762907094
0.0,0,1.0,0.0,0.6324958453952131
0.0,1,1.0,0.0,0.5360335434077718
0.0,0,1.0,0.0,0.35933108140700765
0.0,1,0.0,0.0,0.5140651109448154
0.0,1,1.0,1.0,0.4309408734417025
0.0,0,1.0,0.0,0.8266563694071237
0.0,0,1.0,0.0,0.4789211880916818
0.0,1,0.0,0.0,0.3193462506240368
0.0,1,1.0,1.0,0.5605531409794349
0.0,0,0.0,1.0,0.4753857596573497
1.0,0,1.0,0.0,0.7969377870901934
1.0,1,0.0,1.0,0.7332421491293791
0.0,1,0.0,0.0,0.7053382474143222
0.0,0,0.0,0.0,0.6514569850819163
1.0,1,1.0,0.0,0.909018320640486
1.0,1,1.0,0.0,0.903757699428998
1.0,0,1.0,0.0,0.6763687441350177
0.0,0,1.0,0.0,0.4555499025174126
1.0,0,1.0,0.0,0.7348622082399109
0.0,1,1.0,0.0,0.2643727231290853
1.0,1,1.0,0.0,0.6268360746809383
0.0,0,1.0,1.0,0.6701673058158585
0.0,0,1.0,1.0,0.8859494385772261
0.0,1,1.0,1.0,0.589663937146599
1.0,1,1.0,0.0,0.8715712367780623
1.0,1,1.0,0.0,0.6670800915439589
1.0,0,1.0,0.0,0.7625614649930971
0.0,0,0.0,1.0,0.5164205122057599
1.0,1,1.0,0.0,0.8575408370946525
1.0,1,1.0,0.0,0.7436805522514599
1.0,1,1.0,1.0,0.8639677531562661
1.0,0,1.0,1.0,0.6487541224765416
0.0,1,1.0,0.0,0.8886925059439242
1.0,1,1.0,0.0,0.7386003127746734
1.0,1,1.0,0.0,0.7991977597140487
1.0,1,1.0,0.0,0.7779810790944226
0.0,0,1.0,1.0,0.7124277238497378
0.0,1,0.0,1.0,0.3855052274555408
0.0,1,1.0,1.0,0.43017303554446
1.0,1,1.0,0.0,0.7763063690465439
0.0,1,0.0,0.0,0.492620288079287
0.0,1,0.0,0.0,0.4969233151819481
0.0,0,0.0,0.0,0.7111696975344872
0.0,1,0.0,1.0,0.6483618440318741
0.0,0,1.0,0.0,0.5204861111004336
0.0,0,0.0,1.0,0.8351221782720691
0.0,1,0.0,1.0,0.14187215983328644
0.0,0,1.0,0.0,0.5292891223224787
0.0,0,0.0,0.0,0.6263362910610166
1.0,1,1.0,1.0,0.8103795653883799
1.0,1,1.0,0.0,0.8426400278513202
0.0,1,1.0,0.0,0.7413210401626937
0.0,1,1.0,0.0,0.5864504067993452
0.0,1,0.0,0.0,0.6909445439287679
1.0,0,1.0,0.0,0.6283005085191397
0.0,0,0.0,0.0,0.2019171112189087
0.0,0,1.0,0.0,0.5858217297974363
1.0,1,1.0,0.0,0.8703789437980471
0.0,0,0.0,1.0,0.6114188150885544
0.0,0,1.0,0.0,0.6641351795153545
1.0,1,1.0,1.0,0.8585849214500176
0.0,1,0.0,1.0,0.15918642696318458
1.0,1,1.0,0.0,0.8383518442261118
0.0,0,0.0,0.0,0.8540973441453799
0.0,1,1.0,0.0,0.4127006277319709
1.0,1,1.0,0.0,0.8596930899216834
0.0,0,0.0,0.0,0.8043242026397759
1.0,1,0.0,0.0,0.7052963831861192
0.0,0,0.0,0.0,0.3177019037192953
1.0,0,1.0,0.0,0.6941441453446335
0.0,0,0.0,0.0,0.5746514874142761
0.0,0,1.0,0.0,0.729015499614882
0.0,0,1.0,0.0,0.6603793994167787
0.0,1,1.0,0.0,0.8098289835999927
0.0,0,0.0,0.0,0.7534180371857669
0.0,0,0.0,0.0,0.4620256643144992
0.0,0,0.0,0.0,0.5820829681274524
0.0,0,0.0,1.0,0.312157982456396
1.0,1,1.0,0.0,0.7885457579529591
0.0,1,0.0,0.0,0.07900686638089427
0.0,1,0.0,1.0,0.5910308034695191
0.0,1,1.0,1.0,0.6636811939700086
1.0,0,1.0,1.0,0.7367443480649499
0.0,0,0.0,0.0,0.7166120011600915
0.0,1,0.0,1.0,0.4231612559472949
0.0,0,0.0,0.0,0.4865283618672168
1.0,1,1.0,1.0,0.6346406673840581
0.0,1,0.0,0.0,0.3868742580292988
0.0,0,1.0,0.0,0.6562349491904155
0.0,0,0.0,0.0,0.1600897701870027
0.0,0,1.0,0.0,0.6878411584916755
1.0,0,1.0,0.0,0.6052149329523442
1.0,0,0.0,0.0,0.7392664081369718
0.0,1,1.0,0.0,0.5412945213799194
0.0,0,0.0,0.0,0.335035780860554
0.0,0,0.0,0.0,0.3903342110044731
1.0,1,1.0,0.0,0.6806163394700284
0.0,0,0.0,0.0,0.5775557245249276
1.0,1,0.0,1.0,0.7623346588610135
1.0,1,1.0,0.0,0.7958168117266712
0.0,1,0.0,0.0,0.6263262765702179
1.0,1,1.0,1.0,0.9192662511261512
0.0,0,1.0,0.0,0.2344783896089068
0.0,1,0.0,1.0,0.33266766239943635
0.0,0,0.0,1.0,0.7531520884698687
0.0,0,1.0,1.0,0.30195668927305314
0.0,1,0.0,1.0,0.6411345629253228
1.0,0,1.0,0.0,0.6329054139890247
0.0,1,1.0,0.0,0.4245156960780984
0.0,0,1.0,1.0,0.4719837512418009
1.0,1,1.0,0.0,0.5337010937780697
0.0,1,0.0,0.0,0.30951529475815953
0.0,1,1.0,0.0,0.5641322477993533
1.0,0,1.0,1.0,0.7843739592312879
1.0,0,1.0,0.0,0.6991604720444835
0.0,1,0.0,0.0,0.7100875660791796
0.0,1,0.0,1.0,0.5089423072019257
0.0,0,1.0,0.0,0.3654397845039456
1.0,0,1.0,1.0,0.6392719549539392
1.0,1,1.0,0.0,0.9369472429163096
0.0,0,1.0,0.0,0.6241487026669138
0.0,0,0.0,1.0,0.532697830688323
0.0,1,1.0,0.0,0.8074733951346702
1.0,1,1.0,0.0,0.8890986650102057
1.0,1,1.0,0.0,0.8235006494757602
0.0,0,1.0,0.0,0.7551701277501548
0.0,1,1.0,1.0,0.3463926840689764
0.0,0,1.0,0.0,0.769455448199528
0.0,0,1.0,0.0,0.8272267100553723
1.0,1,1.0,0.0,0.7891947778597145
0.0,1,0.0,0.0,0.14039235164307928
0.0,1,1.0,0.0,0.31980304986388963
1.0,1,1.0,1.0,0.7858293339091389
0.0,0,0.0,0.0,0.4498920013040498
1.0,0,1.0,0.0,0.39730880656711337
0.0,0,0.0,0.0,0.4043033011923655
0.0,1,0.0,1.0,0.4496098562192351
1.0,1,1.0,0.0,0.6353049718739628
0.0,1,0.0,0.0,0.2825509072285557
1.0,1,1.0,0.0,0.9397004155901556
0.0,0,1.0,0.0,0.2558516453071645
1.0,1,1.0,0.0,0.7953579967052771
1.0,0,1.0,0.0,0.6482329894789521
1.0,1,1.0,0.0,0.7450274479930187
0.0,1,1.0,1.0,0.34572194474536305
0.0,1,1.0,1.0,0.4440717752731522
0.0,1,1.0,0.0,0.3433053018140547
0.0,1,0.0,0.0,0.6235967790499042
0.0,0,0.0,0.0,0.90878510564653
1.0,1,1.0,1.0,0.6409019146013628
0.0,1,1.0,1.0,0.7586625976411827
1.0,0,1.0,0.0,0.6131391098084421
1.0,1,1.0,1.0,0.7525644868163115
1.0,0,1.0,1.0,0.6763213398234859
0.0,0,1.0,0.0,0.5392819455457096
0.0,1,0.0,0.0,0.3808205581827562
0.0,1,0.0,1.0,0.7776361108912956
1.0,1,1.0,0.0,0.942424797193294
0.0,1,1.0,1.0,0.4695789910869842
1.0,1,1.0,1.0,0.7770984463606474
1.0,1,1.0,0.0,0.685812535434481
0.0,1,0.0,1.0,0.7843935213550062
1.0,0,1.0,0.0,0.6174150806766614
1.0,1,1.0,1.0,0.8847106957698422
0.0,0,0.0,0.0,0.6982330208139342
0.0,0,0.0,0.0,0.6477843050624652
0.0,0,0.0,0.0,0.6273627859959192
0.0,1,0.0,1.0,0.6063583987198342
1.0,1,1.0,1.0,0.7870855125287248
0.0,0,1.0,1.0,0.7403074522380635
0.0,0,1.0,0.0,0.6519326193486843
1.0,0,1.0,0.0,0.8327432032281155
1.0,1,1.0,0.0,0.8966982738942263
0.0,0,1.0,0.0,0.4391205700182143
0.0,1,0.0,0.0,0.7466355595525125
0.0,0,0.0,0.0,0.4682172007388066
1.0,0,1.0,0.0,0.7796644128206958
0.0,0,0.0,1.0,0.6715836657876325
0.0,0,0.0,1.0,0.6632540759937299
0.0,0,0.0,0.0,0.447315743035102
1.0,0,1.0,0.0,0.8637697286356052
0.0,1,1.0,0.0,0.5678067751344326
0.0,0,1.0,1.0,0.3114482166955012
1.0,0,1.0,0.0,0.5924825266836976
0.0,0,0.0,0.0,0.6979498610771759
0.0,1,1.0,0.0,0.43505728581627706
0.0,1,0.0,1.0,0.6794989031202414
1.0,1,1.0,1.0,0.7532231531622892
0.0,0,1.0,0.0,0.7492972582808898
0.0,1,1.0,1.0,0.6416962860532562
0.0,0,1.0,0.0,0.5603383229115594
0.0,0,0.0,0.0,0.3230075818723146
0.0,0,0.0,0.0,0.8593330046106695
0.0,0,0.0,0.0,0.5994020498307049
1.0,1,1.0,0.0,0.8338013534411668
1.0,0,1.0,1.0,0.4079582026510115
0.0,0,1.0,0.0,0.6721053408152193
0.0,0,0.0,0.0,0.9339409916698956
1.0,1,1.0,0.0,0.8093876355964766
0.0,0,1.0,0.0,0.7333514519036032
1.0,0,1.0,1.0,0.6234582342231488
0.0,0,0.0,0.0,0.6108723569288335
0.0,0,0.0,0.0,0.5253127012028571
0.0,0,0.0,0.0,0.40491691951483294
1.0,1,1.0,0.0,0.7096925852713865
0.0,0,1.0,0.0,0.19928713679302
0.0,0,1.0,0.0,0.6049758552760224
1.0,0,1.0,0.0,0.7727899298650028
0.0,1,0.0,1.0,0.2836336022837215
0.0,0,0.0,0.0,0.9427423724666724
0.0,1,0.0,1.0,0.529197972905282
0.0,1,1.0,1.0,0.5591095465596074
0.0,0,0.0,0.0,0.427769268223445
0.0,1,0.0,0.0,0.4465971120858282
0.0,1,0.0,0.0,0.21691833958846515
0.0,0,1.0,1.0,0.7711164390343273
0.0,0,0.0,0.0,0.7315163047926733
1.0,1,1.0,0.0,0.7720891003851901
0.0,0,0.0,0.0,0.6283136586372402
1.0,1,1.0,1.0,0.7706017523195626
0.0,0,0.0,0.0,0.32366198627914594
1.0,1,1.0,1.0,0.9362623803629648
1.0,1,1.0,0.0,0.7652099038750916
0.0,1,0.0,1.0,0.8587486906720119
0.0,0,0.0,0.0,0.5997529437044312
0.0,1,0.0,0.0,0.5729664641960892
0.0,1,1.0,1.0,0.5399823027389112
0.0,0,1.0,1.0,0.4953235747720415
0.0,1,1.0,1.0,0.7082672049510936
0.0,0,1.0,0.0,0.5906112520565889
1.0,1,1.0,0.0,0.8021725467817459
0.0,1,0.0,0.0,0.4530429013734358
0.0,0,0.0,0.0,0.7987880192498231
0.0,0,1.0,1.0,0.759213532387148
0.0,0,0.0,1.0,0.35121073911090583
1.0,1,1.0,1.0,0.9255324619926488
0.0,1,1.0,1.0,0.15439372103617405
1.0,1,1.0,0.0,0.6448631204822974
0.0,0,0.0,0.0,0.7600304886566431
0.0,1,0.0,1.0,0.3359063198549487
0.0,0,0.0,0.0,0.6519168577680579
1.0,0,1.0,0.0,0.6873550197134142
1.0,1,1.0,1.0,0.7470383288972402
1.0,0,1.0,1.0,0.7682501886187935
0.0,0,1.0,0.0,0.7145024661800082
1.0,1,0.0,1.0,0.8013074802314648
1.0,1,1.0,0.0,0.6170133917003495
1.0,0,1.0,0.0,0.7029173910658545
0.0,0,0.0,0.0,0.4935249223976162
0.0,0,1.0,0.0,0.3080817438834323
1.0,1,1.0,0.0,0.9232017140243444
1.0,1,1.0,0.0,0.8385666982273812
0.0,0,0.0,0.0,0.886886637961043
0.0,0,1.0,0.0,0.694078607619631
0.0,0,1.0,0.0,0.7074477101320579
0.0,0,1.0,0.0,0.3380672737399363
0.0,0,0.0,0.0,0.4438657854329725
1.0,1,1.0,1.0,0.7799727711253995
0.0,0,0.0,1.0,0.5320438088780295
0.0,0,0.0,0.0,0.4167279398943757
1.0,1,1.0,0.0,0.9710020411534088
0.0,1,0.0,0.0,0.7196883562730575
0.0,1,0.0,0.0,0.6229614744145623
0.0,0,0.0,0.0,0.5936042432539917
0.0,0,0.0,0.0,0.27816882357107464
0.0,0,0.0,0.0,0.6549543772223216
0.0,1,0.0,0.0,0.2918961958554558
1.0,0,1.0,1.0,0.6851859977655211
0.0,0,1.0,0.0,0.5966739860795415
0.0,0,0.0,1.0,0.552864486418264
1.0,1,1.0,1.0,0.7672252788411911
1.0,0,1.0,0.0,0.75057027430409
0.0,0,0.0,0.0,0.5872687284966396
1.0,1,1.0,0.0,0.7708059839787387
1.0,0,1.0,0.0,0.7159079633311197
1.0,0,1.0,0.0,0.6298341054582552
1.0,0,1.0,0.0,0.7217208951973946
0.0,0,1.0,0.0,0.5302779098999195
0.0,0,1.0,0.0,0.6430553424248474
0.0,1,0.0,0.0,0.2688139746890954
0.0,0,1.0,0.0,0.6513132795327297
0.0,0,1.0,0.0,0.2821011327150265
0.0,0,0.0,1.0,0.6605444748197609
0.0,1,0.0,0.0,0.3393238507825259
0.0,0,1.0,0.0,0.6676986193947397
1.0,1,1.0,0.0,0.7163236866224633
0.0,0,0.0,0.0,0.6757010853104477
1.0,1,1.0,1.0,0.7808686619474859
0.0,0,0.0,1.0,0.2706206036354929
0.0,0,0.0,0.0,0.5425029842521514
0.0,1,0.0,1.0,0.6467792222841546
1.0,1,1.0,0.0,0.6764039936419939
0.0,0,1.0,0.0,0.8358752462362249
0.0,0,0.0,0.0,0.5466133595265947
0.0,0,0.0,0.0,0.6103730639871999
0.0,0,1.0,0.0,0.7931732494003247
0.0,1,0.0,1.0,0.4111480774150046
0.0,1,1.0,0.0,0.3518839712012395
1.0,0,1.0,0.0,0.7466696377240125
1.0,1,1.0,0.0,0.7759641368796582
0.0,0,0.0,1.0,0.403349532924518
0.0,0,0.0,1.0,0.4598113069329349
0.0,1,0.0,1.0,0.42915429609099176
0.0,1,0.0,0.0,0.5681154799797392
1.0,1,1.0,1.0,0.861587834870348
1.0,1,1.0,0.0,0.7930810916501343
0.0,0,1.0,0.0,0.4338858787963926
0.0,1,0.0,0.0,0.5319198611431876
1.0,0,1.0,0.0,0.6935194148187126
1.0,1,1.0,0.0,0.9022337002026614
0.0,0,0.0,0.0,0.4529437540192255
0.0,0,1.0,0.0,0.5224769190676919
1.0,1,1.0,1.0,0.7726160873098933
1.0,1,1.0,1.0,0.95396722425623
0.0,0,0.0,0.0,0.5154687045304496
0.0,1,0.0,0.0,0.2969169002122838
1.0,0,1.0,0.0,0.5487835376364347
1.0,1,1.0,1.0,0.8105585398749134
1.0,0,1.0,1.0,0.7245300515265735
1.0,0,1.0,0.0,0.4894151410677695
0.0,0,1.0,0.0,0.6332279917380785
1.0,0,0.0,1.0,0.6528062871470931
0.0,0,1.0,0.0,0.7211082915418296
1.0,0,1.0,0.0,0.6979773264951179
0.0,0,0.0,0.0,0.6385103506699757
0.0,0,0.0,0.0,0.4304961408951957
0.0,1,0.0,0.0,0.4287402135017511
0.0,0,0.0,0.0,0.6162898982644383
0.0,0,1.0,0.0,0.6373165824014643
0.0,0,0.0,0.0,0.6623813899982023
0.0,0,1.0,0.0,0.6573559162710088
1.0,0,1.0,0.0,0.7732408585782201
0.0,0,0.0,0.0,0.6838804219105425
0.0,0,0.0,0.0,0.4882430690059881
0.0,0,0.0,0.0,0.5138144325944282
1.0,1,1.0,0.0,0.7337422309592568
1.0,0,1.0,0.0,0.87093423390018
0.0,0,0.0,1.0,0.6808033592468024
0.0,0,1.0,0.0,0.5125500141443822
0.0,1,0.0,0.0,0.709968434285424
1.0,1,1.0,0.0,0.8402772227034788
0.0,0,1.0,0.0,0.7876902451718809
0.0,0,0.0,0.0,0.06169679542975981
0.0,1,0.0,0.0,0.7989961871114267
0.0,1,0.0,0.0,0.6674457515855293
0.0,1,0.0,1.0,0.5758941427576364
1.0,0,1.0,0.0,0.7350319850082361
0.0,0,0.0,0.0,0.6116287197103257
1.0,1,1.0,1.0,0.8786818956550392
0.0,0,1.0,0.0,0.7382590129727159
0.0,1,0.0,0.0,0.6729118601802483
1.0,0,1.0,0.0,0.5054453460628174
0.0,0,0.0,0.0,0.26065939943057714
0.0,0,0.0,1.0,0.16518900014553062
0.0,1,0.0,0.0,0.3986421702386212
0.0,0,0.0,0.0,0.6912955611619019
0.0,0,1.0,0.0,0.7594424339103304
1.0,1,1.0,0.0,0.8433101957860915
1.0,0,1.0,0.0,0.6852211409411331
0.0,0,1.0,0.0,0.7480552709886885
1.0,1,1.0,0.0,0.7408296967738179
0.0,1,1.0,1.0,0.5167792409591122
0.0,1,0.0,0.0,0.7106627015245738
0.0,1,0.0,1.0,0.3407151866140297
0.0,0,0.0,1.0,0.4259598063605709
1.0,0,1.0,0.0,0.7558522345819902
0.0,0,0.0,1.0,0.9360097471369576
0.0,0,1.0,0.0,0.8731998064205103
0.0,0,1.0,1.0,0.7199970814782547
0.0,0,1.0,1.0,0.7215062332544666
1.0,1,0.0,0.0,0.8382280471695034
1.0,1,1.0,0.0,0.9084946838377044
0.0,1,1.0,1.0,0.6661870999476411
0.0,1,1.0,1.0,0.5958051350333975
0.0,0,0.0,0.0,0.4502772098637511
0.0,1,0.0,1.0,0.4118497659501078
0.0,0,1.0,0.0,0.5980289553964423
0.0,0,0.0,0.0,0.6082636509238225
1.0,0,1.0,1.0,0.7758028746285307
0.0,0,0.0,1.0,0.4889906479814434
0.0,0,0.0,1.0,0.6096316861033657
0.0,0,0.0,0.0,0.5231230249093887
1.0,1,1.0,1.0,0.8515091816360341
1.0,0,1.0,0.0,0.9117930702987636
0.0,1,0.0,1.0,0.5037261957324531
0.0,1,1.0,1.0,0.6583175347988219
0.0,1,1.0,1.0,0.6317457922474392
0.0,1,0.0,1.0,0.5537998221431004
0.0,0,0.0,0.0,0.41341490022131067
1.0,1,1.0,1.0,0.7843128929840935
1.0,0,1.0,0.0,0.7573126370605614
0.0,1,0.0,0.0,0.3294266695773085
0.0,0,1.0,0.0,0.4437689125520373
0.0,0,1.0,0.0,0.3136655100889144
1.0,1,1.0,0.0,0.7222664118832283
0.0,0,0.0,0.0,0.5139904911006252
0.0,0,1.0,0.0,0.7471599687871748
1.0,0,1.0,0.0,0.6796485237939683
0.0,1,1.0,0.0,0.5902268347077102
0.0,0,1.0,0.0,0.7310234125459633
0.0,0,1.0,0.0,0.6437710169244683
1.0,1,1.0,1.0,0.8029723812990264
0.0,0,0.0,0.0,0.9019848857102036
0.0,0,0.0,0.0,0.22338914403025725
1.0,0,1.0,0.0,0.5335495648069939
0.0,0,0.0,0.0,0.4472719105993778
0.0,1,0.0,0.0,0.8221692850298029
